word,rank,count,grade_hint,academic,pos,notes
doubt,874,108,6,0,n,tier1_ngsl_general+ngsl_rank_874+grade_estimate_6
competition,875,108,6,0,n,tier1_ngsl_general+ngsl_rank_875+grade_estimate_6
theory,876,108,6,0,n,tier1_ngsl_general+ngsl_rank_876+grade_estimate_6
propose,877,107,6,0,v,tier1_ngsl_general+ngsl_rank_877+grade_estimate_6
reference,878,107,6,0,n,tier1_ngsl_general+ngsl_rank_878+grade_estimate_6
adult,880,107,6,0,n,tier1_ngsl_general+ngsl_rank_880+grade_estimate_6
document,882,107,6,0,n,tier1_ngsl_general+ngsl_rank_882+grade_estimate_6
pattern,883,107,6,0,n,tier1_ngsl_general+ngsl_rank_883+bridge_from_beginner_grade_4+grade_estimate_6
application,884,107,6,0,n,tier1_ngsl_general+ngsl_rank_884+grade_estimate_6
obviously,886,107,6,0,adv,tier1_ngsl_general+ngsl_rank_886+grade_estimate_6
unclear,887,106,6,0,n,tier1_ngsl_general+ngsl_rank_887+grade_estimate_6
separate,890,106,6,0,adj,tier1_ngsl_general+ngsl_rank_890+bridge_from_beginner_grade_5+grade_estimate_6
career,892,106,6,0,n,tier1_ngsl_general+ngsl_rank_892+bridge_from_beginner_grade_4+grade_estimate_6
anyway,893,106,6,0,adv,tier1_ngsl_general+ngsl_rank_893+grade_estimate_6
officer,896,106,6,0,n,tier1_ngsl_general+ngsl_rank_896+grade_estimate_6
throughout,897,106,6,0,n,tier1_ngsl_general+ngsl_rank_897+bridge_from_beginner_grade_5+grade_estimate_6
profit,900,105,6,0,n,tier1_ngsl_general+ngsl_rank_900+grade_estimate_6
protect,903,105,6,0,n,tier1_ngsl_general+ngsl_rank_903+grade_estimate_6
disease,906,104,6,0,n,tier1_ngsl_general+ngsl_rank_906+grade_estimate_6
balance,907,104,6,0,n,tier1_ngsl_general+ngsl_rank_907+bridge_from_beginner_grade_4+grade_estimate_6
damage,908,104,6,0,n,tier1_ngsl_general+ngsl_rank_908+bridge_from_beginner_grade_4+grade_estimate_6
basis,909,104,6,0,n,tier1_ngsl_general+ngsl_rank_909+grade_estimate_6
basic,911,104,6,0,adj,tier1_ngsl_general+ngsl_rank_911+grade_estimate_6
encourage,912,104,6,0,v,tier1_ngsl_general+ngsl_rank_912+grade_estimate_6
male,914,103,6,0,n,tier1_ngsl_general+ngsl_rank_914+grade_estimate_6
operate,915,103,6,0,v,tier1_ngsl_general+ngsl_rank_915+grade_estimate_6
exercise,917,103,6,0,n,tier1_ngsl_general+ngsl_rank_917+bridge_from_beginner_grade_4+grade_estimate_6
restaurant,919,103,6,0,adj,tier1_ngsl_general+ngsl_rank_919+bridge_from_beginner_grade_5+grade_estimate_6
income,920,103,6,0,n,tier1_ngsl_general+ngsl_rank_920+grade_estimate_6
property,921,103,6,0,n,tier1_ngsl_general+ngsl_rank_921+bridge_from_beginner_grade_5+grade_estimate_6
previous,922,103,6,0,adj,tier1_ngsl_general+ngsl_rank_922+grade_estimate_6
imagine,924,102,6,0,n,tier1_ngsl_general+ngsl_rank_924+grade_estimate_6
okay,925,102,6,0,n,tier1_ngsl_general+ngsl_rank_925+grade_estimate_6
earn,926,102,6,0,n,tier1_ngsl_general+ngsl_rank_926+grade_estimate_6
daughter,927,102,6,0,n,tier1_ngsl_general+ngsl_rank_927+grade_estimate_6
post,928,102,6,0,n,tier1_ngsl_general+ngsl_rank_928+grade_estimate_6
newspaper,929,102,6,0,n,tier1_ngsl_general+ngsl_rank_929+grade_estimate_6
define,930,101,6,0,v,tier1_ngsl_general+ngsl_rank_930+grade_estimate_6
conclusion,931,101,6,0,n,tier1_ngsl_general+ngsl_rank_931+grade_estimate_6
everybody,933,101,6,0,n,tier1_ngsl_general+ngsl_rank_933+grade_estimate_6
weekend,934,101,6,0,n,tier1_ngsl_general+ngsl_rank_934+grade_estimate_6
perform,935,101,6,0,n,tier1_ngsl_general+ngsl_rank_935+grade_estimate_6
professional,936,101,6,0,adj,tier1_ngsl_general+ngsl_rank_936+grade_estimate_6
debate,938,101,6,0,v,tier1_ngsl_general+ngsl_rank_938+grade_estimate_6
memory,939,101,6,0,adj,tier1_ngsl_general+ngsl_rank_939+bridge_from_beginner_grade_4+grade_estimate_6
maintain,943,100,6,0,n,tier1_ngsl_general+ngsl_rank_943+grade_estimate_6
credit,944,100,6,0,n,tier1_ngsl_general+ngsl_rank_944+bridge_from_beginner_grade_4+grade_estimate_6
discover,946,99,6,0,n,tier1_ngsl_general+ngsl_rank_946+grade_estimate_6
prefer,949,99,6,0,n,tier1_ngsl_general+ngsl_rank_949+grade_estimate_6
extend,950,99,6,0,n,tier1_ngsl_general+ngsl_rank_950+bridge_from_beginner_grade_4+grade_estimate_6
possibility,951,99,6,0,n,tier1_ngsl_general+ngsl_rank_951+grade_estimate_6
facility,953,99,6,0,n,tier1_ngsl_general+ngsl_rank_953+grade_estimate_6
variety,954,98,6,0,n,tier1_ngsl_general+ngsl_rank_954+grade_estimate_6
clothes,956,98,6,0,n,tier1_ngsl_general+ngsl_rank_956+bridge_from_beginner_grade_4+grade_estimate_6
screen,957,98,6,0,v,tier1_ngsl_general+ngsl_rank_957+grade_estimate_6
track,958,98,6,0,n,tier1_ngsl_general+ngsl_rank_958+bridge_from_beginner_grade_5+grade_estimate_6
completely,960,97,6,0,adv,tier1_ngsl_general+ngsl_rank_960+grade_estimate_6
female,961,97,6,0,n,tier1_ngsl_general+ngsl_rank_961+grade_estimate_6
responsibility,962,97,6,0,n,tier1_ngsl_general+ngsl_rank_962+bridge_from_beginner_grade_4+grade_estimate_6
original,963,96,6,0,adj,tier1_ngsl_general+ngsl_rank_963+grade_estimate_6
university,968,96,6,0,n,tier1_ngsl_general+ngsl_rank_968+bridge_from_beginner_grade_4+grade_estimate_6
easily,969,96,6,0,adv,tier1_ngsl_general+ngsl_rank_969+grade_estimate_6
agency,970,96,6,0,n,tier1_ngsl_general+ngsl_rank_970+grade_estimate_6
dollar,971,96,6,0,n,tier1_ngsl_general+ngsl_rank_971+grade_estimate_6
fix,973,95,6,0,n,tier1_ngsl_general+ngsl_rank_973+grade_estimate_6
ahead,974,95,6,0,n,tier1_ngsl_general+ngsl_rank_974+bridge_from_beginner_grade_5+grade_estimate_6
yeah,976,95,6,0,n,tier1_ngsl_general+ngsl_rank_976+grade_estimate_6
legal,979,94,6,0,adj,tier1_ngsl_general+ngsl_rank_979+grade_estimate_6
proposal,980,94,6,0,adj,tier1_ngsl_general+ngsl_rank_980+bridge_from_beginner_grade_4+grade_estimate_6
version,981,94,6,0,n,tier1_ngsl_general+ngsl_rank_981+grade_estimate_6
conversation,982,93,6,0,n,tier1_ngsl_general+ngsl_rank_982+grade_estimate_6
somebody,983,93,6,0,n,tier1_ngsl_general+ngsl_rank_983+grade_estimate_6
pound,984,93,6,0,n,tier1_ngsl_general+ngsl_rank_984+grade_estimate_6
magazine,985,93,6,0,n,tier1_ngsl_general+ngsl_rank_985+grade_estimate_6
immediately,988,93,6,0,adv,tier1_ngsl_general+ngsl_rank_988+grade_estimate_6
welcome,989,93,6,0,n,tier1_ngsl_general+ngsl_rank_989+bridge_from_beginner_grade_3+grade_estimate_6
smile,990,93,6,0,v,tier1_ngsl_general+ngsl_rank_990+bridge_from_beginner_grade_5+grade_estimate_6
communication,991,93,6,0,n,tier1_ngsl_general+ngsl_rank_991+grade_estimate_6
agent,992,92,6,0,adj,tier1_ngsl_general+ngsl_rank_992+grade_estimate_6
traditional,993,92,6,0,adj,tier1_ngsl_general+ngsl_rank_993+bridge_from_beginner_grade_3+grade_estimate_6
replace,994,92,6,0,v,tier1_ngsl_general+ngsl_rank_994+grade_estimate_6
judge,995,92,6,0,n,tier1_ngsl_general+ngsl_rank_995+grade_estimate_6
herself,996,92,6,0,pron,tier1_ngsl_general+ngsl_rank_996+grade_estimate_6
suddenly,997,92,6,0,adv,tier1_ngsl_general+ngsl_rank_997+bridge_from_beginner_grade_3+grade_estimate_6
generation,998,92,6,0,n,tier1_ngsl_general+ngsl_rank_998+grade_estimate_6
estimate,999,92,6,0,n,tier1_ngsl_general+ngsl_rank_999+bridge_from_beginner_grade_5+grade_estimate_6
favorite,1000,92,6,0,n,tier1_ngsl_general+ngsl_rank_1000+grade_estimate_6
difficulty,1001,92,6,0,n,tier1_ngsl_general+ngsl_rank_1001+grade_estimate_6
purchase,1002,91,6,0,n,tier1_ngsl_general+ngsl_rank_1002+bridge_from_beginner_grade_4+grade_estimate_6
shoot,1003,91,6,0,n,tier1_ngsl_general+ngsl_rank_1003+grade_estimate_6
announce,1004,91,6,0,n,tier1_ngsl_general+ngsl_rank_1004+grade_estimate_6
unless,1005,91,6,0,conj,tier1_ngsl_general+ngsl_rank_1005+grade_estimate_6
independent,1006,91,6,0,adj,tier1_ngsl_general+ngsl_rank_1006+grade_estimate_6
recommend,1007,91,6,0,n,tier1_ngsl_general+ngsl_rank_1007+grade_estimate_6
survey,1008,91,6,0,n,tier1_ngsl_general+ngsl_rank_1008+grade_estimate_6
majority,1009,91,6,0,n,tier1_ngsl_general+ngsl_rank_1009+bridge_from_beginner_grade_3+grade_estimate_6
request,1011,90,6,0,n,tier1_ngsl_general+ngsl_rank_1011+bridge_from_beginner_grade_4+grade_estimate_6
none,1014,90,6,0,n,tier1_ngsl_general+ngsl_rank_1014+grade_estimate_6
exchange,1015,90,6,0,n,tier1_ngsl_general+ngsl_rank_1015+bridge_from_beginner_grade_5+grade_estimate_6
budget,1016,89,6,0,n,tier1_ngsl_general+ngsl_rank_1016+grade_estimate_6
famous,1017,89,6,0,adj,tier1_ngsl_general+ngsl_rank_1017+bridge_from_beginner_grade_5+grade_estimate_6
blood,1018,89,6,0,n,tier1_ngsl_general+ngsl_rank_1018+bridge_from_beginner_grade_3+grade_estimate_6
appropriate,1019,89,6,0,v,tier1_ngsl_general+ngsl_rank_1019+grade_estimate_6
scene,1023,89,6,0,n,tier1_ngsl_general+ngsl_rank_1023+grade_estimate_6
writer,1024,89,6,0,n,tier1_ngsl_general+ngsl_rank_1024+grade_estimate_6
content,1025,89,6,0,adj,tier1_ngsl_general+ngsl_rank_1025+grade_estimate_6
prevent,1026,89,6,0,v,tier1_ngsl_general+ngsl_rank_1026+grade_estimate_6
safe,1027,89,6,0,adj,tier1_ngsl_general+ngsl_rank_1027+bridge_from_beginner_grade_3+grade_estimate_6
invite,1028,88,6,0,n,tier1_ngsl_general+ngsl_rank_1028+grade_estimate_6
mix,1029,88,6,0,n,tier1_ngsl_general+ngsl_rank_1029+grade_estimate_6
element,1030,88,6,0,n,tier1_ngsl_general+ngsl_rank_1030+grade_estimate_6
effective,1031,88,6,0,adj,tier1_ngsl_general+ngsl_rank_1031+grade_estimate_6
correct,1032,88,6,0,n,tier1_ngsl_general+ngsl_rank_1032+bridge_from_beginner_grade_3+grade_estimate_6
medical,1033,88,6,0,adj,tier1_ngsl_general+ngsl_rank_1033+grade_estimate_6
admit,1034,88,6,0,n,tier1_ngsl_general+ngsl_rank_1034+grade_estimate_6
telephone,1036,87,6,0,n,tier1_ngsl_general+ngsl_rank_1036+grade_estimate_6
copy,1037,87,6,0,n,tier1_ngsl_general+ngsl_rank_1037+bridge_from_beginner_grade_3+grade_estimate_6
committee,1038,87,6,0,n,tier1_ngsl_general+ngsl_rank_1038+grade_estimate_6
aware,1039,87,6,0,n,tier1_ngsl_general+ngsl_rank_1039+bridge_from_beginner_grade_5+grade_estimate_6
advice,1040,87,6,0,n,tier1_ngsl_general+ngsl_rank_1040+grade_estimate_6
handle,1041,87,6,0,n,tier1_ngsl_general+ngsl_rank_1041+bridge_from_beginner_grade_3+grade_estimate_6
trial,1043,87,6,0,adj,tier1_ngsl_general+ngsl_rank_1043+grade_estimate_6
stress,1044,87,6,0,n,tier1_ngsl_general+ngsl_rank_1044+grade_estimate_6
radio,1045,86,6,0,n,tier1_ngsl_general+ngsl_rank_1045+bridge_from_beginner_grade_5+grade_estimate_6
administration,1046,86,6,0,n,tier1_ngsl_general+ngsl_rank_1046+grade_estimate_6
complex,1047,86,6,0,n,tier1_ngsl_general+ngsl_rank_1047+bridge_from_beginner_grade_3+grade_estimate_6
text,1048,86,6,0,n,tier1_ngsl_general+ngsl_rank_1048+grade_estimate_6
directly,1051,86,6,0,adv,tier1_ngsl_general+ngsl_rank_1051+grade_estimate_6
heavy,1052,86,6,0,n,tier1_ngsl_general+ngsl_rank_1052+bridge_from_beginner_grade_4+grade_estimate_6
remove,1053,86,6,0,v,tier1_ngsl_general+ngsl_rank_1053+bridge_from_beginner_grade_4+grade_estimate_6
conduct,1054,86,6,0,n,tier1_ngsl_general+ngsl_rank_1054+bridge_from_beginner_grade_3+grade_estimate_6
equipment,1055,86,6,0,n,tier1_ngsl_general+ngsl_rank_1055+grade_estimate_6
otherwise,1056,86,6,0,adv,tier1_ngsl_general+ngsl_rank_1056+grade_estimate_6
extra,1058,85,6,0,n,tier1_ngsl_general+ngsl_rank_1058+grade_estimate_6
executive,1059,85,6,0,adj,tier1_ngsl_general+ngsl_rank_1059+bridge_from_beginner_grade_4+grade_estimate_6
chair,1060,85,6,0,n,tier1_ngsl_general+ngsl_rank_1060+grade_estimate_6
expensive,1061,85,6,0,adj,tier1_ngsl_general+ngsl_rank_1061+bridge_from_beginner_grade_5+grade_estimate_6
sample,1062,85,6,0,n,tier1_ngsl_general+ngsl_rank_1062+grade_estimate_6
sex,1063,85,6,0,n,tier1_ngsl_general+ngsl_rank_1063+grade_estimate_6
deliver,1064,85,6,0,n,tier1_ngsl_general+ngsl_rank_1064+grade_estimate_6
video,1065,85,6,0,n,tier1_ngsl_general+ngsl_rank_1065+bridge_from_beginner_grade_4+grade_estimate_6
connection,1066,85,6,0,n,tier1_ngsl_general+ngsl_rank_1066+grade_estimate_6
primary,1067,85,6,0,adj,tier1_ngsl_general+ngsl_rank_1067+grade_estimate_6
collect,1069,84,6,0,n,tier1_ngsl_general+ngsl_rank_1069+bridge_from_beginner_grade_3+grade_estimate_6
inform,1070,84,6,0,n,tier1_ngsl_general+ngsl_rank_1070+grade_estimate_6
principle,1071,84,6,0,n,tier1_ngsl_general+ngsl_rank_1071+bridge_from_beginner_grade_4+grade_estimate_6
straight,1072,84,6,0,n,tier1_ngsl_general+ngsl_rank_1072+bridge_from_beginner_grade_5+grade_estimate_6
appeal,1073,84,6,0,adj,tier1_ngsl_general+ngsl_rank_1073+grade_estimate_6
highly,1074,84,6,0,adv,tier1_ngsl_general+ngsl_rank_1074+grade_estimate_6
trust,1075,84,6,0,n,tier1_ngsl_general+ngsl_rank_1075+grade_estimate_6
wonderful,1076,84,6,0,adj,tier1_ngsl_general+ngsl_rank_1076+bridge_from_beginner_grade_4+grade_estimate_6
absolutely,1078,84,6,0,adv,tier1_ngsl_general+ngsl_rank_1078+grade_estimate_6
additional,1081,83,6,0,adj,tier1_ngsl_general+ngsl_rank_1081+grade_estimate_6
responsible,1082,83,6,0,adj,tier1_ngsl_general+ngsl_rank_1082+grade_estimate_6
collection,1084,83,6,0,n,tier1_ngsl_general+ngsl_rank_1084+bridge_from_beginner_grade_4+grade_estimate_6
hang,1085,83,6,0,n,tier1_ngsl_general+ngsl_rank_1085+grade_estimate_6
negative,1086,83,6,0,adj,tier1_ngsl_general+ngsl_rank_1086+bridge_from_beginner_grade_4+grade_estimate_6
band,1087,83,6,0,n,tier1_ngsl_general+ngsl_rank_1087+grade_estimate_6
relative,1088,83,6,0,adj,tier1_ngsl_general+ngsl_rank_1088+grade_estimate_6
tour,1089,83,6,0,n,tier1_ngsl_general+ngsl_rank_1089+grade_estimate_6
alternative,1090,83,6,0,adj,tier1_ngsl_general+ngsl_rank_1090+grade_estimate_6
software,1091,83,6,0,n,tier1_ngsl_general+ngsl_rank_1091+grade_estimate_6
attitude,1094,82,6,0,n,tier1_ngsl_general+ngsl_rank_1094+grade_estimate_6
cheap,1095,82,6,0,n,tier1_ngsl_general+ngsl_rank_1095+grade_estimate_6
double,1096,82,6,0,n,tier1_ngsl_general+ngsl_rank_1096+grade_estimate_6
leg,1097,82,6,0,n,tier1_ngsl_general+ngsl_rank_1097+grade_estimate_6
sentence,1099,82,6,0,n,tier1_ngsl_general+ngsl_rank_1099+bridge_from_beginner_grade_4+grade_estimate_6
print,1100,82,6,0,n,tier1_ngsl_general+ngsl_rank_1100+grade_estimate_6
progress,1101,82,6,0,n,tier1_ngsl_general+ngsl_rank_1101+grade_estimate_6
truth,1102,82,6,0,n,tier1_ngsl_general+ngsl_rank_1102+grade_estimate_6
nobody,1103,82,6,0,pron,tier1_ngsl_general+ngsl_rank_1103+grade_estimate_6
examine,1104,81,6,0,v,tier1_ngsl_general+ngsl_rank_1104+grade_estimate_6
speed,1106,81,6,0,v,tier1_ngsl_general+ngsl_rank_1106+bridge_from_beginner_grade_4+grade_estimate_6
politics,1107,81,6,0,n,tier1_ngsl_general+ngsl_rank_1107+grade_estimate_6
reply,1108,81,6,0,n,tier1_ngsl_general+ngsl_rank_1108+bridge_from_beginner_grade_4+grade_estimate_6
display,1109,81,6,0,v,tier1_ngsl_general+ngsl_rank_1109+grade_estimate_6
transfer,1110,81,6,0,n,tier1_ngsl_general+ngsl_rank_1110+bridge_from_beginner_grade_5+grade_estimate_6
perfect,1111,81,6,0,n,tier1_ngsl_general+ngsl_rank_1111+bridge_from_beginner_grade_3+grade_estimate_6
slightly,1112,81,6,0,adv,tier1_ngsl_general+ngsl_rank_1112+grade_estimate_6
overall,1113,81,6,0,adj,tier1_ngsl_general+ngsl_rank_1113+grade_estimate_6
intend,1114,80,6,0,n,tier1_ngsl_general+ngsl_rank_1114+grade_estimate_6
user,1115,80,6,0,n,tier1_ngsl_general+ngsl_rank_1115+grade_estimate_6
respond,1116,80,6,0,v,tier1_ngsl_general+ngsl_rank_1116+grade_estimate_6
dinner,1117,80,6,0,n,tier1_ngsl_general+ngsl_rank_1117+grade_estimate_6
slow,1118,80,6,0,n,tier1_ngsl_general+ngsl_rank_1118+grade_estimate_6
regular,1119,80,6,0,n,tier1_ngsl_general+ngsl_rank_1119+grade_estimate_6
physical,1120,80,6,0,adj,tier1_ngsl_general+ngsl_rank_1120+grade_estimate_6
suit,1122,80,6,0,n,tier1_ngsl_general+ngsl_rank_1122+grade_estimate_6
federal,1123,80,6,0,adj,tier1_ngsl_general+ngsl_rank_1123+bridge_from_beginner_grade_3+grade_estimate_6
reveal,1124,80,6,0,adj,tier1_ngsl_general+ngsl_rank_1124+grade_estimate_6
percentage,1125,79,6,0,n,tier1_ngsl_general+ngsl_rank_1125+grade_estimate_6
peace,1126,79,6,0,n,tier1_ngsl_general+ngsl_rank_1126+grade_estimate_6
status,1127,79,6,0,n,tier1_ngsl_general+ngsl_rank_1127+grade_estimate_6
crime,1128,79,6,0,n,tier1_ngsl_general+ngsl_rank_1128+grade_estimate_6
decline,1129,79,6,0,n,tier1_ngsl_general+ngsl_rank_1129+grade_estimate_6
decade,1130,79,6,0,n,tier1_ngsl_general+ngsl_rank_1130+bridge_from_beginner_grade_4+grade_estimate_6
launch,1131,79,6,0,n,tier1_ngsl_general+ngsl_rank_1131+bridge_from_beginner_grade_5+grade_estimate_6
warn,1132,79,6,0,n,tier1_ngsl_general+ngsl_rank_1132+grade_estimate_6
favor,1134,79,6,0,n,tier1_ngsl_general+ngsl_rank_1134+grade_estimate_6
partner,1136,78,6,0,n,tier1_ngsl_general+ngsl_rank_1136+grade_estimate_6
institution,1137,78,6,0,n,tier1_ngsl_general+ngsl_rank_1137+grade_estimate_6
horse,1139,78,6,0,n,tier1_ngsl_general+ngsl_rank_1139+bridge_from_beginner_grade_3+grade_estimate_6
eventually,1140,78,6,0,adv,tier1_ngsl_general+ngsl_rank_1140+bridge_from_beginner_grade_5+grade_estimate_6
excite,1142,78,6,0,n,tier1_ngsl_general+ngsl_rank_1142+grade_estimate_6
reader,1143,78,6,0,n,tier1_ngsl_general+ngsl_rank_1143+grade_estimate_6
importance,1144,78,6,0,n,tier1_ngsl_general+ngsl_rank_1144+grade_estimate_6
grant,1147,78,6,0,adj,tier1_ngsl_general+ngsl_rank_1147+grade_estimate_6
taxi,1148,77,6,0,n,tier1_ngsl_general+ngsl_rank_1148+grade_estimate_6
feed,1149,77,6,0,v,tier1_ngsl_general+ngsl_rank_1149+grade_estimate_6
pain,1150,77,6,0,n,tier1_ngsl_general+ngsl_rank_1150+grade_estimate_6
sector,1151,77,6,0,n,tier1_ngsl_general+ngsl_rank_1151+grade_estimate_6
mistake,1152,77,6,0,n,tier1_ngsl_general+ngsl_rank_1152+grade_estimate_6
ensure,1153,77,6,0,n,tier1_ngsl_general+ngsl_rank_1153+grade_estimate_6
satisfy,1154,77,6,0,n,tier1_ngsl_general+ngsl_rank_1154+grade_estimate_6
chief,1155,77,6,0,adj,tier1_ngsl_general+ngsl_rank_1155+bridge_from_beginner_grade_5+grade_estimate_6
expert,1157,77,6,0,n,tier1_ngsl_general+ngsl_rank_1157+grade_estimate_6
wave,1158,77,6,0,n,tier1_ngsl_general+ngsl_rank_1158+bridge_from_beginner_grade_3+grade_estimate_6
south,1159,77,6,0,n,tier1_ngsl_general+ngsl_rank_1159+bridge_from_beginner_grade_3+grade_estimate_6
labor,1160,76,6,0,n,tier1_ngsl_general+ngsl_rank_1160+grade_estimate_6
surface,1161,76,6,0,n,tier1_ngsl_general+ngsl_rank_1161+bridge_from_beginner_grade_4+grade_estimate_6
library,1162,76,6,0,adj,tier1_ngsl_general+ngsl_rank_1162+bridge_from_beginner_grade_5+grade_estimate_6
excellent,1163,76,6,0,adj,tier1_ngsl_general+ngsl_rank_1163+bridge_from_beginner_grade_5+grade_estimate_6
audience,1166,76,6,0,n,tier1_ngsl_general+ngsl_rank_1166+bridge_from_beginner_grade_3+grade_estimate_6
procedure,1168,76,6,0,n,tier1_ngsl_general+ngsl_rank_1168+grade_estimate_6
email,1169,76,6,0,n,tier1_ngsl_general+ngsl_rank_1169+grade_estimate_6
global,1170,76,6,0,adj,tier1_ngsl_general+ngsl_rank_1170+grade_estimate_6
struggle,1171,76,6,0,n,tier1_ngsl_general+ngsl_rank_1171+grade_estimate_6
advertise,1172,75,6,0,v,tier1_ngsl_general+ngsl_rank_1172+grade_estimate_6
surround,1174,75,6,0,n,tier1_ngsl_general+ngsl_rank_1174+grade_estimate_6
extent,1175,75,6,0,adj,tier1_ngsl_general+ngsl_rank_1175+grade_estimate_6
river,1176,75,6,0,n,tier1_ngsl_general+ngsl_rank_1176+bridge_from_beginner_grade_3+grade_estimate_6
annual,1177,75,6,0,adj,tier1_ngsl_general+ngsl_rank_1177+grade_estimate_6
fully,1178,75,6,0,adv,tier1_ngsl_general+ngsl_rank_1178+grade_estimate_6
contrast,1179,75,6,0,n,tier1_ngsl_general+ngsl_rank_1179+bridge_from_beginner_grade_3+grade_estimate_6
roll,1180,74,6,0,n,tier1_ngsl_general+ngsl_rank_1180+grade_estimate_6
reality,1181,74,6,0,n,tier1_ngsl_general+ngsl_rank_1181+grade_estimate_6
photograph,1182,74,6,0,n,tier1_ngsl_general+ngsl_rank_1182+bridge_from_beginner_grade_3+grade_estimate_6
artist,1183,74,6,0,n,tier1_ngsl_general+ngsl_rank_1183+grade_estimate_6
conflict,1184,74,6,0,n,tier1_ngsl_general+ngsl_rank_1184+bridge_from_beginner_grade_5+grade_estimate_6
entire,1185,74,6,0,adj,tier1_ngsl_general+ngsl_rank_1185+bridge_from_beginner_grade_5+grade_estimate_6
presence,1186,74,6,0,n,tier1_ngsl_general+ngsl_rank_1186+grade_estimate_6
crowd,1187,74,6,0,n,tier1_ngsl_general+ngsl_rank_1187+bridge_from_beginner_grade_4+grade_estimate_6
corner,1188,74,6,0,n,tier1_ngsl_general+ngsl_rank_1188+bridge_from_beginner_grade_4+grade_estimate_6
net,1191,74,6,0,n,tier1_ngsl_general+ngsl_rank_1191+grade_estimate_6
category,1192,74,6,0,n,tier1_ngsl_general+ngsl_rank_1192+grade_estimate_6
secretary,1193,74,6,0,adj,tier1_ngsl_general+ngsl_rank_1193+bridge_from_beginner_grade_5+grade_estimate_6
defense,1194,74,6,0,n,tier1_ngsl_general+ngsl_rank_1194+grade_estimate_6
nuclear,1198,73,6,0,n,tier1_ngsl_general+ngsl_rank_1198+grade_estimate_6
driver,1200,73,6,0,n,tier1_ngsl_general+ngsl_rank_1200+grade_estimate_6
north,1205,73,6,0,n,tier1_ngsl_general+ngsl_rank_1205+bridge_from_beginner_grade_3+grade_estimate_6
island,1214,72,6,0,n,tier1_ngsl_general+ngsl_rank_1214+bridge_from_beginner_grade_4+grade_estimate_6
football,1217,72,6,0,n,tier1_ngsl_general+ngsl_rank_1217+bridge_from_beginner_grade_3+grade_estimate_6
solve,1221,72,6,0,v,tier1_ngsl_general+ngsl_rank_1221+bridge_from_beginner_grade_4+grade_estimate_6
neighbor,1222,72,6,0,n,tier1_ngsl_general+ngsl_rank_1222+bridge_from_beginner_grade_4+grade_estimate_6
technique,1224,71,6,0,n,tier1_ngsl_general+ngsl_rank_1224+bridge_from_beginner_grade_5+grade_estimate_6
reaction,1231,71,6,0,n,tier1_ngsl_general+ngsl_rank_1231+bridge_from_beginner_grade_4+grade_estimate_6
lesson,1234,71,6,0,n,tier1_ngsl_general+ngsl_rank_1234+bridge_from_beginner_grade_3+grade_estimate_6
bottom,1242,70,6,0,n,tier1_ngsl_general+ngsl_rank_1242+bridge_from_beginner_grade_5+grade_estimate_6
marriage,1248,70,6,0,n,tier1_ngsl_general+ngsl_rank_1248+bridge_from_beginner_grade_4+grade_estimate_6
ticket,1249,70,6,0,n,tier1_ngsl_general+ngsl_rank_1249+bridge_from_beginner_grade_4+grade_estimate_6
expression,1255,70,6,0,n,tier1_ngsl_general+ngsl_rank_1255+bridge_from_beginner_grade_4+grade_estimate_6
plus,1256,70,6,0,n,tier1_ngsl_general+ngsl_rank_1256+bridge_from_beginner_grade_4+grade_estimate_6
owner,1258,70,6,0,n,tier1_ngsl_general+ngsl_rank_1258+bridge_from_beginner_grade_4+grade_estimate_6
commercial,1260,69,6,0,adj,tier1_ngsl_general+ngsl_rank_1260+bridge_from_beginner_grade_5+grade_estimate_6
lady,1261,69,6,0,n,tier1_ngsl_general+ngsl_rank_1261+bridge_from_beginner_grade_3+grade_estimate_6
chapter,1275,68,6,0,n,tier1_ngsl_general+ngsl_rank_1275+bridge_from_beginner_grade_5+grade_estimate_6
secret,1276,68,6,0,n,tier1_ngsl_general+ngsl_rank_1276+bridge_from_beginner_grade_5+grade_estimate_6
novel,1278,68,6,0,n,tier1_ngsl_general+ngsl_rank_1278+bridge_from_beginner_grade_5+grade_estimate_6
pleasure,1283,68,6,0,n,tier1_ngsl_general+ngsl_rank_1283+bridge_from_beginner_grade_4+grade_estimate_6
suggestion,1284,68,6,0,n,tier1_ngsl_general+ngsl_rank_1284+bridge_from_beginner_grade_4+grade_estimate_6
earth,1288,67,6,0,n,tier1_ngsl_general+ngsl_rank_1288+bridge_from_beginner_grade_3+grade_estimate_6
essential,1290,67,6,0,adj,tier1_ngsl_general+ngsl_rank_1290+bridge_from_beginner_grade_5+grade_estimate_6
powerful,1300,67,6,0,adj,tier1_ngsl_general+ngsl_rank_1300+bridge_from_beginner_grade_5+grade_estimate_6
flower,1301,67,6,0,n,tier1_ngsl_general+ngsl_rank_1301+bridge_from_beginner_grade_3+grade_estimate_6
kitchen,1307,66,6,0,n,tier1_ngsl_general+ngsl_rank_1307+bridge_from_beginner_grade_4+grade_estimate_6
fresh,1309,66,6,0,adj,tier1_ngsl_general+ngsl_rank_1309+bridge_from_beginner_grade_4+grade_estimate_6
engineer,1312,66,6,0,n,tier1_ngsl_general+ngsl_rank_1312+bridge_from_beginner_grade_4+grade_estimate_6
